MSnDCG@0003	119.0	31.0
NCUrb,P	72.0	78.0
ERP	90.0	60.0
Nor-nDCG-raw-binom	125.0	25.0
Q@0003	124.0	26.0
P-measure	102.0	48.0
Nor-lwfv-exp-step	115.0	35.0
Nor-lwofv-exp-step	117.0	33.0
P-plus	102.0	48.0
O-measure	96.0	54.0
Nor-lwfv-raw-step	124.0	26.0
NCUgu,BR	112.0	38.0
Nor-tbg-exp-step	123.0	27.0
MSnDCG@0005	122.0	28.0
RR	57.0	93.0
ERR	133.0	17.0
nERR@0003	129.0	21.0
Nor-lwofv-raw-step	129.0	21.0
Q@0005	125.0	25.0
Nor-nDCG-exp-step	118.0	32.0
AP@0005	72.0	78.0
AP@0003	71.0	79.0
RBP	120.0	30.0
AP	72.0	78.0
Nor-nDCG-exp-binom	118.0	32.0
Nor-tbg-raw-binom	134.0	16.0
Q-measure	125.0	25.0
Nor-tbg-raw-step	135.0	15.0
Nor-lwfv-exp-binom	115.0	35.0
Nor-lwfv-raw-binom	124.0	26.0
NCUrb,BR	127.0	23.0
Hit@0005	45.0	105.0
Nor-lwofv-raw-binom	129.0	21.0
Hit@0003	48.0	102.0
Nor-nDCG-raw-step	125.0	25.0
nERR@0005	133.0	17.0
P@0005	70.0	80.0
P@0003	70.0	80.0
Nor-lwofv-exp-binom	118.0	32.0
nDCG@0005	117.0	33.0
NCUgu,P	107.0	43.0
Nor-tbg-exp-binom	124.0	26.0
nDCG@0003	112.0	38.0
